OFFICIAL NAME,COMMON NAME,ATS,LAT,LONG,SPECIES,STRAIN,GENOTYPE,AVG. LENGTH,QUANTITY,SHIPMENT DATE
UNNAMED,MCLAREN'S RESERVOIR,SW23-33-18-W4,51.840076,-112.45129,RNTR,Trout Lodge/Jumpers,AF2N,19.8,3600,2020-05-04
UNNAMED,MCLAREN'S RESERVOIR,SW23-33-18-W4,51.840076,-112.45129,RNTR,Trout Lodge/Jumpers,AF3N,20,2000,2020-05-04
UNNAMED,MCQUILLAN RESERVOIR,SW13-8-19-W4,49.64707,-112.45932,RNTR,Trout Lodge/Jumpers,AF3N,20,2350,2020-04-23
UNNAMED,MCQUILLAN RESERVOIR,SW13-8-19-W4,49.64707,-112.45932,RNTR,Trout Lodge/Kamloops,AF3N,20.35,2350,2020-06-19
UNNAMED,MCVINNIE RESERVOIR,SW33-12-21-W4,50.035398,-112.816726,RNTR,Trout Lodge/Jumpers,AF3N,20,2205,2020-04-29
UNNAMED,MCVINNIE RESERVOIR,SW33-12-21-W4,50.035398,-112.816726,RNTR,Trout Lodge/Kamloops,AF3N,21.01,2205,2020-06-23
UNNAMED,MD PEACE POND #1,SW27-83-23-W5,56.222511,-117.556197,RNTR,Trout Lodge/Jumpers,AF2N,19.8,1000,2020-05-20
UNNAMED,MD PEACE POND #2,SW27-83-23-W5,56.224205,-117.553092,RNTR,Trout Lodge/Jumpers,AF2N,19.8,1000,2020-05-20
UNNAMED,MIDWAY RESERVOIR,SE16-30-27-W4,51.565685,-113.735238,RNTR,Trout Lodge/Kamloops,AF3N,22.9,1116,2020-04-29
UNNAMED,MIDWAY RESERVOIR,SE16-30-27-W4,51.565685,-113.735238,RNTR,Trout Lodge/Kamloops,AF3N,20.3,1000,2020-06-18
UNNAMED,MILE 07 LAKE,NE35-69-14-W4,55.021444,-112.015324,RNTR,Pit Lakes,2N,15.6,4000,2020-05-14
UNNAMED,MILE 07 LAKE,NE35-69-14-W4,55.021444,-112.015324,RNTR,Trout Lodge/Jumpers,AF2N,19.9,6000,2020-05-14
UNNAMED,MIRROR RESERVOIR,SW29-40-22-W4,52.464155,-113.138878,BNTR,Bow River,3N,20.45,245,2020-05-05
UNNAMED,MITFORD PONDS,SE4-26-4-W5,51.19005,-114.49262,BNTR,Bow River,3N,20,61,2020-04-30
UNNAMED,MITFORD PONDS,SE4-26-4-W5,51.19005,-114.49262,RNTR,Trout Lodge/Jumpers,AF3N,20,350,2020-04-30
UNNAMED,MORINVILLE FISH AND GAME POND,NW4-56-25-W4,53.811699,-113.658398,RNTR,Trout Lodge/Jumpers,AF3N,20,1425,2020-05-05
UNNAMED,MORINVILLE FISH AND GAME POND,NW4-56-25-W4,53.811699,-113.658398,BNTR,Bow River,3N,20.45,100,2020-05-05
UNNAMED,MORINVILLE FISH AND GAME POND,NW4-56-25-W4,53.811699,-113.658398,RNTR,Trout Lodge/Jumpers,AF3N,23.5,1007,2020-09-22
UNNAMED,MOUND RED RESERVOIR,NW11-45-28-W4,52.867842,-113.961579,RNTR,Trout Lodge/Kamloops,AF3N,21.76,1400,2020-05-08
UNNAMED,MOUND RED RESERVOIR,NW11-45-28-W4,52.867842,-113.961579,RNTR,Trout Lodge/Kamloops,AF3N,20.17,1400,2020-06-25
UNNAMED,MUSKOSEEPI POND,SE26-71-6-W6,55.172657,-118.806587,RNTR,Trout Lodge/Jumpers,AF2N,19.9,500,2020-05-12
UNNAMED,NARDAM LAKE,NE17-78-5-W6,55.762438,-118.725502,RNTR,Trout Lodge/Jumpers,AF2N,20.1,500,2020-05-26
UNNAMED,NICHOLAS SHERAN PARK POND,SE26-8-22-W4,49.671905,-112.879725,BNTR,Bow River,3N,20.1,2000,2020-04-23
UNNAMED,NICHOLAS SHERAN PARK POND,SE26-8-22-W4,49.671905,-112.879725,RNTR,Trout Lodge/Jumpers,AF3N,20,2000,2020-04-23
UNNAMED,NICHOLAS SHERAN PARK POND,SE26-8-22-W4,49.671905,-112.879725,RNTR,Pit Lakes,2N,36,75,2020-04-30
UNNAMED,NICHOLAS SHERAN PARK POND,SE26-8-22-W4,49.671905,-112.879725,BNTR,Bow River,3N,40,10,2020-04-30
UNNAMED,NICHOLAS SHERAN PARK POND,SE26-8-22-W4,49.671905,-112.879725,RNTR,Campbell Lake,2N,55,100,2020-05-27
UNNAMED,NICHOLAS SHERAN PARK POND,SE26-8-22-W4,49.671905,-112.879725,BNTR,Bow River,3N,21.09,500,2020-06-04
UNNAMED,NITON LAKE,SE32-53-12-W5,53.616078,-115.725966,RNTR,Trout Lodge/Jumpers,AF2N,19.73,1500,2020-05-07
UNNAMED,NORDEGG BORROW PIT (EAST),SE32-40-15-W5,52.480398,-116.122018,RNTR,Trout Lodge/Jumpers,AF3N,20.6,300,2020-05-19
UNNAMED,NORDEGG BORROW PIT (WEST),SW32-40-15-W5,52.484878,-116.128512,RNTR,Trout Lodge/Jumpers,AF3N,20.6,400,2020-05-19
UNNAMED,NOSE CREEK POND,NE1-27-1-W5,51.280125,-114.010762,RNTR,Trout Lodge/Kamloops,AF3N,21.85,315,2020-04-30
UNNAMED,NUGGENT POND,SE14-44-3-W5,52.791495,-114.317013,RNTR,Trout Lodge/Kamloops,AF3N,21.76,350,2020-05-08
UNNAMED,NUGGENT POND,SE14-44-3-W5,52.791495,-114.317013,RNTR,Trout Lodge/Kamloops,AF3N,20.17,350,2020-06-25
UNNAMED,OPEN CREEK RESERVOIR,NE25-42-6-W5,52.648629,-114.729184,RNTR,Trout Lodge/Jumpers,AF3N,18.7,6000,2020-05-11
UNNAMED,OPEN CREEK RESERVOIR,NE25-42-6-W5,52.648629,-114.729184,RNTR,Beitty Resort,2N,40,10,2020-05-19
UNNAMED,OYEN (CONCRETE PLANT) POND,NW34-27-4-W4,51.351315,-110.488247,RNTR,Trout Lodge/Kamloops,AF3N,21.76,250,2020-05-06
UNNAMED,OYEN RESERVOIR,NE33-30-4-W4,51.6135,-110.497677,RNTR,Trout Lodge/Kamloops,AF3N,21.76,200,2020-05-06
UNNAMED,PIT 24,NE4-47-19-W5,53.030531,-116.714447,BNTR,Bow River,3N,21.47,250,2020-06-08
UNNAMED,PIT 24,NE4-47-19-W5,53.030531,-116.714447,RNTR,Trout Lodge/Jumpers,AF3N,21.23,750,2020-06-08
UNNAMED,PIT 35,SW26-46-19-W5,52.992044,-116.649313,RNTR,Trout Lodge/Jumpers,AF3N,21.43,390,2020-06-09
UNNAMED,PIT 44,SW35-46-19-W5,53.004695,-116.653503,RNTR,Trout Lodge/Jumpers,AF3N,21.43,1100,2020-06-09
UNNAMED,PIT 45,SE26-46-19-W5,52.992815,-116.645687,RNTR,Trout Lodge/Jumpers,AF3N,21.43,1100,2020-06-09
UNNAMED,PLEASURE ISLAND RESERVOIR,SW20-46-19-W4,52.979766,-112.729392,BKTR,Beitty Resort,3N,19.61,1000,2020-05-06
UNNAMED,PLEASURE ISLAND RESERVOIR,SW20-46-19-W4,52.979766,-112.729392,BNTR,Bow River,3N,20.45,160,2020-05-06
UNNAMED,PLEASURE ISLAND RESERVOIR,SW20-46-19-W4,52.979766,-112.729392,RNTR,Trout Lodge/Kamloops,AF3N,20.72,1200,2020-06-24
UNNAMED,PLEASURE ISLAND RESERVOIR,SW20-46-19-W4,52.979766,-112.729392,RNTR,Trout Lodge/Jumpers,AF3N,19.6,1222,2020-09-15
UNNAMED,PONOKA CENTENNIAL PARK POND,NE5-43-25-W4,52.680354,-113.584991,RNTR,Trout Lodge/Kamloops,AF2N,21.76,650,2020-05-01
UNNAMED,RADWAY FISH POND,SE31-58-20-W4,54.056793,-112.95596,RNTR,Trout Lodge/Jumpers,AF3N,20.1,1040,2020-05-11
UNNAMED,RAINBOW LAKE POND,NE25-109-9-W6,58.495385,-119.349303,RNTR,Trout Lodge/Jumpers,AF3N,20,500,2020-05-20
UNNAMED,RIVERSTONE POND,SW24-8-22-W4,49.659849,-112.863787,RNTR,Trout Lodge/Jumpers,AF3N,20,1000,2020-04-29
UNNAMED,RIVERSTONE POND,SW24-8-22-W4,49.659849,-112.863787,RNTR,Pit Lakes,2N,26,250,2020-05-27
UNNAMED,RIVERSTONE POND,SW24-8-22-W4,49.659849,-112.863787,BNTR,Bow River,3N,21.09,300,2020-06-04
UNNAMED,RIVERSTONE POND,SW24-8-22-W4,49.659849,-112.863787,RNTR,Trout Lodge/Silver's,AF3N,24.3,638,2020-09-10
UNNAMED,RIVERSTONE POND,SW24-8-22-W4,49.659849,-112.863787,RNTR,Trout Lodge/Kamloops,AF2N,21.96,468,2020-10-01
UNNAMED,SEVERN CREEK RESERVOIR,NW12-26-22-W4,51.208304,-112.955705,RNTR,Trout Lodge/Jumpers,AF3N,17.9,5600,2020-04-28
UNNAMED,SHELL TRUE NORTH POND,SW10-79-8-W6,55.829544,-119.167595,BKTR,Beitty Resort,3N,20.1,640,2020-05-14
UNNAMED,SHEMELUK LAKE,SW25-60-17-W4,54.212986,-112.423089,RNTR,Pit Lakes,2N,15.6,6000,2020-05-13
UNNAMED,SHUSTER LAKE,NE26-43-5-W4,52.740747,-110.609119,RNTR,Pit Lakes,2N,15.7,1000,2020-05-15
UNNAMED,SHUSTER LAKE,NE26-43-5-W4,52.740747,-110.609119,RNTR,Campbell Lake,2N,17.68,2000,2020-05-15
UNNAMED,SHUSTER LAKE,NE26-43-5-W4,52.740747,-110.609119,RNTR,Trout Lodge/Jumpers,AF3N,20.5,1500,2020-05-15
UNNAMED,SHUSTER LAKE,NE26-43-5-W4,52.740747,-110.609119,RNTR,Trout Lodge/Kamloops,AF3N,16.12,2000,2020-05-15
UNNAMED,SIBBALD LAKE,NE14-24-7-W5,51.048693,-114.866712,RNTR,Trout Lodge/Jumpers,AF3N,20.1,1130,2020-05-14
UNNAMED,SIBBALD LAKE,NE14-24-7-W5,51.048693,-114.866712,RNTR,Trout Lodge/Jumpers,AF3N,21.2,1000,2020-07-09
UNNAMED,SILKSTONE LAKE,NE9-47-19-W5,53.0436,-116.717434,RNTR,Trout Lodge/Jumpers,AF3N,21.23,1300,2020-06-08
UNNAMED,SPRING COULEE PARK POND,NE12-5-24-W4,49.372404,-113.108558,RNTR,Trout Lodge/Jumpers,AF3N,19,3000,2020-05-05
UNNAMED,SPRING LAKE,NE23-75-11-W6,55.513162,-119.583801,BKTR,Beitty Resort,3N,20.4,4000,2020-05-25
UNNAMED,SPRING LAKE,NE23-75-11-W6,55.513162,-119.583801,RNTR,Trout Lodge/Kamloops,AF3N,16.58,6400,2020-05-25
UNNAMED,ST. PAUL FISH POND,SE9-58-9-W4,53.9954,-111.2685,RNTR,Trout Lodge/Jumpers,AF2N,20,1800,2020-05-09
UNNAMED,ST. PAUL FISH POND,SE9-58-9-W4,53.9954,-111.2685,RNTR,Trout Lodge/Kamloops,AF2N,22.21,600,2020-09-10
UNNAMED,STIRLING CHILDREN'S POND,SW29-6-19-W4,49.500793,-112.5376,RNTR,Trout Lodge/Kamloops,AF3N,22.3,1000,2020-04-26
UNNAMED,STRATHMORE CHILDREN'S POND,SW14-24-25-W4,51.041855,-113.390752,RNTR,Trout Lodge/Kamloops,AF3N,21.85,1650,2020-04-30
UNNAMED,TABER TROUT POND,NW1-10-17-W4,49.794747,-112.188165,RNTR,Trout Lodge/Kamloops,AF3N,21.74,2250,2020-04-23
UNNAMED,TABER TROUT POND,NW1-10-17-W4,49.794747,-112.188165,RNTR,Trout Lodge/Kamloops,AF3N,20.35,2150,2020-06-19
UNNAMED,TAMARACK LAKE,NE10-66-12-W5,54.702083,-115.71791,RNTR,Trout Lodge/Jumpers,AF3N,9.57,8000,2020-10-07
UNNAMED,TELEGRAPH PARK POND,NW32-48-21-W4,53.1886,-113.0443,RNTR,Trout Lodge/Jumpers,AF3N,20.08,800,2020-05-06
UNNAMED,TELEGRAPH PARK POND,NW32-48-21-W4,53.1886,-113.0443,BNTR,Bow River,3N,20.45,193,2020-05-06
UNNAMED,TELEGRAPH PARK POND,NW32-48-21-W4,53.1886,-113.0443,BKTR,Beitty Resort,3N,19.61,1200,2020-05-06
UNNAMED,TELEGRAPH PARK POND,NW32-48-21-W4,53.1886,-113.0443,RNTR,Campbell Lake,3N,19.3,900,2020-09-03
UNNAMED,TELEGRAPH PARK POND,NW32-48-21-W4,53.1886,-113.0443,RNTR,Trout Lodge/Jumpers,AF3N,23.8,100,2020-09-16
UNNAMED,TEXACO EAST POND,NW15-88-8-W4,56.637029,-111.191296,RNTR,Trout Lodge/Jumpers,AF2N,19.9,2700,2020-05-14
UNNAMED,TEXACO POND,SW20-88-8-W4,56.639271,-111.248523,RNTR,Trout Lodge/Jumpers,AF2N,19.9,1500,2020-05-14
UNNAMED,TIM HORTON CHILDREN'S POND,NW14-24-8-W5,51.046185,-115.018195,RNTR,Trout Lodge/Jumpers,AF3N,20.3,1200,2020-05-14
UNNAMED,TRAPPER LAKE,SE19-58-16-W5,54.022698,-116.362574,RNTR,Trout Lodge/Jumpers,AF3N,9.33,1100,2020-10-06
UNNAMED,TWO HILLS POND,SW32-54-12-W4,53.703308,-111.744946,RNTR,Trout Lodge/Kamloops,AF3N,21.2,750,2020-05-14
UNNAMED,VALLEYVIEW CHILDREN'S POND,NE21-70-22-W5,55.076591,-117.284529,RNTR,Trout Lodge/Jumpers,AF2N,19.7,500,2020-05-19
UNNAMED,VEGREVILLE CHILDREN'S POND,NW17-52-14-W4,53.492329,-112.035539,RNTR,Trout Lodge/Kamloops,AF3N,21.2,300,2020-05-14
UNNAMED,VEGREVILLE TROUT POND,SW7-52-14-W4,53.474312,-112.05988,RNTR,Trout Lodge/Jumpers,AF2N,20,10000,2020-05-05
UNNAMED,VEGREVILLE TROUT POND,SW7-52-14-W4,53.474312,-112.05988,RNTR,Campbell Lake,2N,40,50,2020-09-24
UNNAMED,WALLACE PARK POND,NE31-44-6-W4,52.8425,-110.85653,RNTR,Trout Lodge/Kamloops,AF3N,21.2,500,2020-05-14
UNNAMED,WEBERVILLE POND,NW7-85-21-W5,56.360995,-117.311159,RNTR,Trout Lodge/Jumpers,AF2N,19.8,1000,2020-05-20
UNNAMED,WETASKIWIN POND,NE24-46-24-W4,52.987222,-113.353311,RNTR,Trout Lodge/Jumpers,AF3N,20.1,200,2020-05-05
UNNAMED,WETASKIWIN POND,NE24-46-24-W4,52.987222,-113.353311,BKTR,Beitty Resort,3N,21.1,320,2020-05-05
UNNAMED,WHITECOURT TOWN POND,NE35-59-12-W5,54.149158,-115.685342,RNTR,Trout Lodge/Jumpers,AF3N,20.1,1500,2020-05-11
UNNAMED,WILDWOOD POND,SW30-53-9-W5,53.601291,-115.318904,RNTR,Trout Lodge/Jumpers,AF2N,20.1,1500,2020-05-26
UNNAMED,WINCHELL LAKE,NW2-29-5-W5,51.454862,-114.609375,RNTR,Campbell Lake,3N,10,3178,2020-05-25
UNNAMED,WINCHELL LAKE,NW2-29-5-W5,51.454862,-114.609375,RNTR,Campbell Lake,3N,8,2822,2020-05-25
UNNAMED,WINCHELL LAKE,NW2-29-5-W5,51.454862,-114.609375,RNTR,Trout Lodge/Jumpers,AF3N,19.4,1000,2020-06-01
UNNAMED,WINCHELL LAKE,NW2-29-5-W5,51.454862,-114.609375,RNTR,Trout Lodge/Kamloops,AF3N,13.5,3500,2020-06-01
UNNAMED,WOLF CREEK POND,SW13-53-16-W5,53.574507,-116.2285,RNTR,Trout Lodge/Jumpers,AF3N,20,750,2020-05-20
VICTOR LAKE,,SW35-56-8-W6,53.882014,-119.090207,RNTR,Trout Lodge/Kamloops,AF3N,15.52,15000,2020-06-10
WEST DOLLAR LAKE,,SE18-73-21-W5,55.317308,-117.209194,RNTR,Trout Lodge/Jumpers,AF3N,20.6,1000,2020-05-19
WEST DOLLAR LAKE,,SE18-73-21-W5,55.317308,-117.209194,BNTR,Bow River,3N,19.2,250,2020-05-19
WEST RIVERS EDGE POND,FORT LIONS PARK POND,NE23-54-23-W4,53.683219,-113.274136,RNTR,Trout Lodge/Jumpers,AF3N,20.08,1000,2020-05-06
WEST RIVERS EDGE POND,FORT LIONS PARK POND,NE23-54-23-W4,53.683219,-113.274136,BNTR,Bow River,3N,20.45,250,2020-05-06
WEST RIVERS EDGE POND,FORT LIONS PARK POND,NE23-54-23-W4,53.683219,-113.274136,RNTR,Trout Lodge/Kamloops,AF3N,20.72,1700,2020-06-24
WEST RIVERS EDGE POND,FORT LIONS PARK POND,NE23-54-23-W4,53.683219,-113.274136,TGTR,Beitty/Bow River,3N,22.81,250,2020-09-15
WHITERIDGE RECREATION AREA POND,BLUERIDGE PIT,SW1-60-10-W5,54.15613,-115.364319,RNTR,Trout Lodge/Jumpers,AF3N,20.6,2100,2020-05-19
WILDHORSE LAKES,LOWER WILDHORSE LAKE,SW31-49-26-W5,53.269491,-117.792759,RNTR,Trout Lodge/Kamloops,AF3N,15.97,7500,2020-06-01
WILDHORSE LAKES,UPPER WILDHORSE LAKE,SW31-49-26-W5,53.271338,-117.80152,BKTR,Beitty Resort,3N,9.35,2500,2020-06-01
WINDSOR LAKE,,SW10-42-22-W4,52.595848,-113.093667,RNTR,Trout Lodge/Kamloops,AF3N,21.76,2000,2020-05-05
WINDSOR LAKE,,SW10-42-22-W4,52.595848,-113.093667,RNTR,Trout Lodge/Kamloops,AF3N,20.72,1455,2020-06-24
YELLOWHEAD LAKE,,SW33-34-6-W5,51.957774,-114.802334,BKTR,Beitty Resort,3N,20.2,3000,2020-06-25
YELLOWHEAD LAKE,,SW33-34-6-W5,51.957774,-114.802334,BKTR,Beitty Resort,3N,9.94,4600,2020-06-25
